Year,Month,Quarter,Period,Country,Sector,Deal Type, Value 
2012,8,Q3,2012Q3,China,Wind,Asset finance investments, 72.82 
2015,4,Q2,2015Q2,China,Wind,Asset finance investments, 69.30 
2004,12,Q4,< 2006,China,Wind,Asset finance investments, 36.97 
2007,1,Q1,2007Q1,China,Wind,Asset finance investments, 55.51 
2007,7,Q3,2007Q3,China,Wind,Asset finance investments, 38.90 
2010,11,Q4,2010Q4,China,Wind,Asset finance investments, 79.85 
2013,10,Q4,2013Q4,China,Wind,Asset finance investments, 76.16 
2012,3,Q1,2012Q1,China,Wind,Asset finance investments, 73.75 
2012,5,Q2,2012Q2,China,Solar,Asset finance investments, 13.07 
2010,2,Q1,2010Q1,China,Wind,Asset finance investments, 39.55 
2013,12,Q4,2013Q4,China,Wind,Asset finance investments, 69.30 
2008,1,Q1,2008Q1,China,Wind,Asset finance investments, 74.90 
2008,8,Q3,2008Q3,China,Wind,Asset finance investments, 70.47 
2010,6,Q2,2010Q2,China,Wind,Asset finance investments, 31.20 
2006,1,Q1,2006Q1,China,Small Hydro,Asset finance investments, 6.47 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 77.32 
2014,11,Q4,2014Q4,China,Solar,Asset finance investments, 10.56 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 60.50 
2014,10,Q4,2014Q4,China,Solar,Asset finance investments, 32.00 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 32.58 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 16.11 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 16.11 
2011,7,Q3,2011Q3,China,Wind,Asset finance investments, 72.77 
2013,7,Q3,2013Q3,China,Wind,Asset finance investments, 70.00 
2015,1,Q1,2015Q1,China,Wind,Asset finance investments, 62.25 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 121.00 
2008,5,Q2,2008Q2,China,Biomass & Waste,Asset finance investments, 50.95 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 4.24 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 121.00 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 28.84 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 121.00 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 136.59 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 103.43 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 57.62 
2015,11,Q4,2015Q4,China,Solar,Asset finance investments, 16.00 
2008,9,Q3,2008Q3,China,Small Hydro,Asset finance investments, 11.21 
2011,11,Q4,2011Q4,China,Biomass & Waste,Asset finance investments, 33.48 
2007,1,Q1,2007Q1,China,Small Hydro,Asset finance investments, 23.77 
2011,9,Q3,2011Q3,China,Solar,Asset finance investments, 15.80 
2008,11,Q4,2008Q4,China,Small Hydro,Asset finance investments, 62.54 
2006,10,Q4,2006Q4,China,Small Hydro,Asset finance investments, 9.58 
2009,8,Q3,2009Q3,China,Small Hydro,Asset finance investments, 68.54 
2005,4,Q2,< 2006,China,Small Hydro,Asset finance investments, 7.57 
2009,11,Q4,2009Q4,China,Biomass & Waste,Asset finance investments, 39.11 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 48.40 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 24.20 
2011,1,Q1,2011Q1,China,Biomass & Waste,Asset finance investments, 50.79 
2013,1,Q1,2013Q1,China,Solar,Asset finance investments, 3.81 
2015,1,Q1,2015Q1,China,Solar,Asset finance investments, 8.00 
2015,7,Q3,2015Q3,China,Solar,Asset finance investments, 72.46 
2013,1,Q1,2013Q1,China,Solar,Asset finance investments, 3.49 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 3.68 
2015,4,Q2,2015Q2,China,Wind,Asset finance investments, 65.18 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 24.20 
2006,1,Q1,2006Q1,China,Biomass & Waste,Asset finance investments, 9.66 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 59.19 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 401.60 
2013,10,Q4,2013Q4,China,Biomass & Waste,Asset finance investments, 16.41 
2013,3,Q1,2013Q1,China,Solar,Asset finance investments, 2.61 
2012,8,Q3,2012Q3,China,Solar,Asset finance investments, 5.40 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 2.42 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 46.28 
2013,3,Q1,2013Q1,China,Solar,Asset finance investments, 3.01 
2015,12,Q4,2015Q4,China,Solar,Asset finance investments, 6.40 
2011,5,Q2,2011Q2,China,Solar,Asset finance investments, 25.42 
2005,11,Q4,< 2006,China,Small Hydro,Asset finance investments, 51.73 
2007,7,Q3,2007Q3,China,Small Hydro,Asset finance investments, 9.40 
2005,11,Q4,< 2006,China,Small Hydro,Asset finance investments, 11.61 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 68.30 
2016,4,Q2,2016Q2,China,Solar,Asset finance investments, 36.30 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 68.30 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 129.24 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 23.60 
2015,5,Q2,2015Q2,China,Solar,Asset finance investments, 3.20 
2012,7,Q3,2012Q3,China,Wind,Asset finance investments, 72.09 
2014,8,Q3,2014Q3,China,Solar,Asset finance investments, 1.62 
2012,4,Q2,2012Q2,China,Solar,Asset finance investments, 308.33 
2013,3,Q1,2013Q1,China,Wind,Asset finance investments, 69.30 
2006,5,Q2,2006Q2,China,Small Hydro,Asset finance investments, 12.22 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 8.70 
2007,7,Q3,2007Q3,China,Small Hydro,Asset finance investments, 7.57 
2015,2,Q1,2015Q1,China,Solar,Asset finance investments, 28.80 
2017,5,Q2,2017Q2,China,Solar,Asset finance investments, 41.36 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 22.73 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 22.73 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 24.20 
2006,4,Q2,2006Q2,China,Small Hydro,Asset finance investments, 8.33 
2013,10,Q4,2013Q4,China,Solar,Asset finance investments, 110.74 
2011,4,Q2,2011Q2,China,Solar,Asset finance investments, 45.15 
2004,6,Q2,< 2006,China,Small Hydro,Asset finance investments, 12.63 
2009,5,Q2,2009Q2,China,Wind,Asset finance investments, 19.54 
2014,12,Q4,2014Q4,China,Solar,Asset finance investments, 88.84 
2014,6,Q2,2014Q2,China,Solar,Asset finance investments, 1.92 
2012,5,Q2,2012Q2,China,Solar,Asset finance investments, 20.86 
2013,11,Q4,2013Q4,China,Wind,Asset finance investments, 68.60 
2015,7,Q3,2015Q3,China,Wind,Asset finance investments, 273.95 
2011,4,Q2,2011Q2,China,Solar,Asset finance investments, 24.12 
2013,9,Q3,2013Q3,China,Solar,Asset finance investments, 41.73 
2015,11,Q4,2015Q4,China,Solar,Asset finance investments, 47.00 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 4.23 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 54.64 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 60.50 
2016,7,Q3,2016Q3,China,Solar,Asset finance investments, 24.20 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 23.26 
2012,6,Q2,2012Q2,China,Wind,Asset finance investments, 94.62 
2016,5,Q2,2016Q2,China,Wind,Asset finance investments, 54.87 
2012,4,Q2,2012Q2,China,Wind,Asset finance investments, 78.82 
2013,3,Q1,2013Q1,China,Wind,Asset finance investments, 70.00 
2013,3,Q1,2013Q1,China,Wind,Asset finance investments, 70.00 
2013,7,Q3,2013Q3,China,Wind,Asset finance investments, 69.30 
2013,6,Q2,2013Q2,China,Wind,Asset finance investments, 69.30 
2014,2,Q1,2014Q1,China,Wind,Asset finance investments, 69.30 
2009,11,Q4,2009Q4,China,Solar,Asset finance investments, 0.73 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 35.67 
2017,8,Q3,2017Q3,China,Solar,Asset finance investments, 81.95 
2017,11,Q4,2017Q4,China,Solar,Asset finance investments, 290.40 
2017,8,Q3,2017Q3,China,Solar,Asset finance investments, 27.32 
2013,10,Q4,2013Q4,China,Solar,Asset finance investments, 48.00 
2017,8,Q3,2017Q3,China,Solar,Asset finance investments, 43.73 
2015,4,Q2,2015Q2,China,Wind,Asset finance investments, 138.60 
2006,5,Q2,2006Q2,China,Biomass & Waste,Asset finance investments, 10.30 
2006,3,Q1,2006Q1,China,Small Hydro,Asset finance investments, 19.88 
2007,12,Q4,2007Q4,China,Small Hydro,Asset finance investments, 14.41 
2013,8,Q3,2013Q3,China,Wind,Asset finance investments, 67.20 
2015,6,Q2,2015Q2,China,Wind,Asset finance investments, 68.35 
2015,11,Q4,2015Q4,China,Solar,Asset finance investments, 16.00 
2016,6,Q2,2016Q2,China,Solar,Asset finance investments, 65.37 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 32.00 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 32.00 
2013,8,Q3,2013Q3,China,Solar,Asset finance investments, 3.76 
2015,3,Q1,2015Q1,China,Solar,Asset finance investments, 8.62 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 24.83 
2017,6,Q2,2017Q2,China,Solar,Asset finance investments, 13.91 
2017,5,Q2,2017Q2,China,Solar,Asset finance investments, 8.06 
2017,5,Q2,2017Q2,China,Solar,Asset finance investments, 5.46 
2017,5,Q2,2017Q2,China,Solar,Asset finance investments, 5.46 
2017,5,Q2,2017Q2,China,Solar,Asset finance investments, 7.51 
2017,7,Q3,2017Q3,China,Solar,Asset finance investments, 24.35 
2017,3,Q1,2017Q1,China,Wind,Asset finance investments, 62.91 
2017,3,Q1,2017Q1,China,Wind,Asset finance investments, 58.93 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 2.32 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 51.70 
2015,8,Q3,2015Q3,China,Solar,Asset finance investments, 72.47 
2016,6,Q2,2016Q2,China,Solar,Asset finance investments, 148.98 
2013,4,Q2,2013Q2,China,Wind,Asset finance investments, 61.60 
2014,7,Q3,2014Q3,China,Solar,Asset finance investments, 161.62 
2015,11,Q4,2015Q4,China,Solar,Asset finance investments, 31.28 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 30.79 
2015,5,Q2,2015Q2,China,Solar,Asset finance investments, 32.24 
2016,3,Q1,2016Q1,China,Solar,Asset finance investments, 24.64 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 14.52 
2017,1,Q1,2017Q1,China,Solar,Asset finance investments, 24.59 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 3.63 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 55.00 
2014,5,Q2,2014Q2,China,Solar,Asset finance investments, 1.28 
2012,8,Q3,2012Q3,China,Solar,Asset finance investments, 4.85 
2015,11,Q4,2015Q4,China,Solar,Asset finance investments, 29.45 
2015,5,Q2,2015Q2,China,Solar,Asset finance investments, 66.53 
2016,6,Q2,2016Q2,China,Solar,Asset finance investments, 66.84 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 67.38 
2008,7,Q3,2008Q3,China,Biomass & Waste,Asset finance investments, 50.09 
2008,8,Q3,2008Q3,China,Biomass & Waste,Asset finance investments, 0.58 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 2.07 
2007,7,Q3,2007Q3,China,Biofuels,Asset finance investments, 41.12 
2006,1,Q1,2006Q1,China,Biomass & Waste,Asset finance investments, 30.98 
2012,4,Q2,2012Q2,China,Solar,Asset finance investments, 34.97 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 80.00 
2015,7,Q3,2015Q3,China,Solar,Asset finance investments, 94.05 
2014,4,Q2,2014Q2,China,Wind,Asset finance investments, 67.40 
2015,6,Q2,2015Q2,China,Wind,Asset finance investments, 69.30 
2013,6,Q2,2013Q2,China,Wind,Asset finance investments, 67.20 
2014,10,Q4,2014Q4,China,Wind,Asset finance investments, 67.20 
2016,6,Q2,2016Q2,China,Wind,Asset finance investments, 148.80 
2013,5,Q2,2013Q2,China,Solar,Asset finance investments, 48.85 
2015,4,Q2,2015Q2,China,Wind,Asset finance investments, 67.20 
2014,4,Q2,2014Q2,China,Wind,Asset finance investments, 67.20 
2014,4,Q2,2014Q2,China,Wind,Asset finance investments, 67.20 
2015,4,Q2,2015Q2,China,Wind,Asset finance investments, 138.83 
2009,7,Q3,2009Q3,China,Wind,Asset finance investments, 83.70 
2015,5,Q2,2015Q2,China,Wind,Asset finance investments, 54.84 
2017,3,Q1,2017Q1,China,Wind,Asset finance investments, 111.60 
2012,6,Q2,2012Q2,China,Wind,Asset finance investments, 73.73 
2013,6,Q2,2013Q2,China,Wind,Asset finance investments, 58.72 
2016,5,Q2,2016Q2,China,Solar,Asset finance investments, 9.92 
2016,1,Q1,2016Q1,China,Solar,Asset finance investments, 72.60 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 1.29 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 19.39 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 32.31 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 41.63 
2014,6,Q2,2014Q2,China,Biomass & waste,FALSE, 153.60 
2006,7,Q3,2006Q3,China,Biomass & waste,VC/PE investments, 13.64 
2012,5,Q2,2012Q2,China,Biomass & Waste,Asset finance investments, 50.22 
2008,8,Q3,2008Q3,China,Biomass & Waste,Asset finance investments, 35.76 
2013,4,Q2,2013Q2,China,Biomass & Waste,Asset finance investments, 46.83 
2010,9,Q3,2010Q3,China,Biomass & Waste,Asset finance investments, 40.96 
2011,5,Q2,2011Q2,China,Biomass & Waste,Asset finance investments, 69.24 
2013,4,Q2,2013Q2,China,Biomass & Waste,Asset finance investments, 45.22 
2017,2,Q1,2017Q1,China,Biomass & Waste,Asset finance investments, 112.38 
2006,7,Q3,2006Q3,China,Biomass & Waste,Asset finance investments, 35.22 
2009,5,Q2,2009Q2,China,Biomass & Waste,Asset finance investments, 14.06 
2015,12,Q4,2015Q4,China,Biomass & Waste,Asset finance investments, 36.80 
2015,10,Q4,2015Q4,China,Solar,Asset finance investments, 4.80 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 38.06 
2016,11,Q4,2016Q4,China,Solar,Asset finance investments, 18.15 
2016,11,Q4,2016Q4,China,Solar,Asset finance investments, 30.25 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 24.59 
2017,10,Q4,2017Q4,China,Solar,Asset finance investments, 11.63 
2015,9,Q3,2015Q3,China,Solar,Asset finance investments, 4.80 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 4.14 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 32.00 
2011,3,Q1,2011Q1,China,Solar,Asset finance investments, 45.15 
2006,9,Q3,2006Q3,China,Small Hydro,Asset finance investments, 20.74 
2015,6,Q2,2015Q2,China,Solar,Asset finance investments, 32.00 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 2.57 
2018,3,Q1,2018Q1,China,Solar,Asset finance investments, 0.94 
2018,3,Q1,2018Q1,China,Solar,Asset finance investments, 1.22 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 4.46 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 1.58 
2017,6,Q2,2017Q2,China,Solar,Asset finance investments, 4.92 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 24.20 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 24.20 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 3.88 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 3.63 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 13.31 
2016,2,Q1,2016Q1,China,Solar,Asset finance investments, 28.62 
2008,3,Q1,2008Q1,China,Small Hydro,Asset finance investments, 9.37 
2007,12,Q4,2007Q4,China,Biomass & Waste,Asset finance investments, 1.91 
2010,12,Q4,2010Q4,China,Solar,Asset finance investments, 36.33 
2012,1,Q1,2012Q1,China,Solar,Asset finance investments, 5.56 
2006,10,Q4,2006Q4,China,Small Hydro,Asset finance investments, 37.63 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 13.44 
2014,1,Q1,2014Q1,China,Solar,Asset finance investments, 42.90 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 10.38 
2016,11,Q4,2016Q4,China,Solar,Asset finance investments, 12.10 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 6.15 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 6.97 
2014,1,Q1,2014Q1,China,Solar,Asset finance investments, 24.77 
2017,2,Q1,2017Q1,China,Solar,Asset finance investments, 4.10 
2017,4,Q2,2017Q2,China,Solar,Asset finance investments, 1.41 
2018,2,Q1,2018Q1,China,Solar,Asset finance investments, 18.71 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 6.32 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 48.00 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 124.03 
2016,12,Q4,2016Q4,China,Solar,Asset finance investments, 9.11 
2017,10,Q4,2017Q4,China,Solar,Asset finance investments, 8.14 
2017,12,Q4,2017Q4,China,Solar,Asset finance investments, 6.05 
2017,3,Q1,2017Q1,China,Solar,Asset finance investments, 64.62 
2015,5,Q2,2015Q2,China,Solar,Asset finance investments, 35.43 
2014,9,Q3,2014Q3,China,Solar,Asset finance investments, 53.29 
2015,5,Q2,2015Q2,China,Solar,Asset finance investments, 38.69 
2006,6,Q2,2006Q2,China,Biomass & Waste,Asset finance investments, 31.76 
2007,6,Q2,2007Q2,China,Biomass & Waste,Asset finance investments, 39.48 
2014,10,Q4,2014Q4,China,Solar,Asset finance investments, 48.00 
2011,4,Q2,2011Q2,China,Solar,Asset finance investments, 135.45 
2012,4,Q2,2012Q2,China,Solar,Asset finance investments, 61.67 
2008,10,Q4,2008Q4,China,Biomass & Waste,Asset finance investments, 146.75 
2010,3,Q1,2010Q1,China,Biomass & Waste,Asset finance investments, 83.49 
2010,4,Q2,2010Q2,China,Biomass & Waste,Asset finance investments, 62.95 
2014,10,Q4,2014Q4,China,Solar,Asset finance investments, 32.00 
2011,7,Q3,2011Q3,China,Solar,Asset finance investments, 13.32 
2010,4,Q2,2010Q2,China,Solar,Asset finance investments, 4.50 
2013,11,Q4,2013Q4,China,Solar,Asset finance investments, 27.43 
2014,7,Q3,2014Q3,China,Solar,Asset finance investments, 26.93 
2013,5,Q2,2013Q2,China,Solar,Asset finance investments, 32.00 
2014,4,Q2,2014Q2,China,Wind,Asset finance investments, 69.30 
2014,11,Q4,2014Q4,China,Wind,Asset finance investments, 69.30 
2016,9,Q3,2016Q3,China,Solar,Asset finance investments, 4.84 
